t,y_exacta,y_euler,y_rk4,error_y_euler,error_y_rk4,v_exacta,v_euler,v_rk4,error_v_euler,error_v_rk4,error_norma_euler,error_norma_rk4
3.75,0.22415776597799678,0.2946565520776321,0.22416074953183537,0.07049878609963531,2.983553838598052e-06,-0.8776242600336598,-1.2993060646574768,-0.8776244175140232,0.421681804623817,1.574803634163402e-07,0.42753435323061595,2.9877070761162168e-06
3.8000000000000003,0.17967239856788605,0.22969124884475822,0.17967539901200805,0.05001885027687217,3.000444121992185e-06,-0.9002319698248208,-1.3322512537798537,-0.900232723121215,0.43201928395503286,7.532963942624704e-07,0.4349052162161768,3.0935611173542853e-06
3.85,0.13429050641271892,0.16307868615576554,0.13429349353180345,0.02878817974304662,2.9871190845298656e-06,-0.913486548188054,-1.3515444784732082,-0.9134878934635863,0.4380579302851543,1.3452755323051235e-06,0.4390028582807076,3.276071837274234e-06
3.9000000000000004,0.08847877842970521,0.09550146223210512,0.08848172197781953,0.007022683802399912,2.943548114323069e-06,-0.9174420797366168,-1.3571293261348971,-0.9174440069537034,0.4396872463982803,1.9272170865836102e-06,0.4397433259676496,3.5183293194575625e-06
3.95,0.04269891459099107,0.027644995925360266,0.04270178461595991,0.015053918665630807,2.8700249688345947e-06,-0.9122435681724311,-1.3490870320586201,-0.9122460611748919,0.436843463886189,2.493002460801641e-06,0.4371027709901592,3.8015923757416516e-06
4.0,-0.0025968426166195252,-0.03980935567757074,-0.002594075451374009,0.03721251306095121,2.7671652455163627e-06,-0.8981237015306227,-1.3276342906025198,-0.8981267381929955,0.4295105890718971,3.0366623727795528e-06,0.43111960898711105,4.108347826346837e-06
4.05,-0.04696999469153721,-0.10619107020769673,-0.046967358791268024,0.05922107551615952,2.6359002691864197e-06,-0.8753988140666464,-1.2931197336549554,-0.8754023665090487,0.4177209195883089,3.5524424022437273e-06,0.42189797634853987,4.423552559917902e-06
4.1000000000000005,-0.0899998527776626,-0.1708470568904445,-0.08999737531018306,0.08084720411278189,2.477467479541917e-06,-0.8444641006402267,-1.246019124940317,-0.8444681355063659,0.40155502430009027,4.034866139202009e-06,0.4096128757174265,4.734763972308092e-06
4.15,-0.1312873466387791,-0.23314801313746034,-0.13128505324134565,0.10186066649868122,2.2933974334615748e-06,-0.8057881457389762,-1.1869293310634217,-0.8057926245342025,0.3811411853244455,4.478795226359189e-06,0.39451767834924567,5.0318265537939595e-06
4.2,-0.17045854434983074,-0.2924944796906314,-0.17045645885225025,0.12203593534080068,2.0854975804895926e-06,-0.7599068348339008,-1.1165611418146613,-0.7599117143195415,0.3566543069807605,4.879485640763015e-06,0.37695498962400087,5.30647531574777e-06
